"Run","GSM1402321","GSM1402322","GSM1402323","GSM1402324","GSM1402325","GSM1402326","GSM1402327","GSM1402328","GSM1402329","GSM1402330","GSM1402331","GSM1402332","GSM1402333","GSM1402334","GSM1402335","GSM1402336","GSM1402337","GSM1402338","GSM1402339","GSM1402340","GSM1402341","GSM1402342","GSM1402343","GSM1402344","GSM1402345","GSM1402346","GSM1402347","GSM1402348","GSM1402349","GSM1402350","GSM1402351","GSM1402352","GSM1402353","GSM1402354","GSM1402355","GSM1402356","GSM1402357","GSM1402358","GSM1402359","GSM1402360","GSM1402361","GSM1402362","GSM1402363","GSM1402364","GSM1402365","GSM1402366","GSM1402367","GSM1402368","GSM1402369","GSM1402370","GSM1402371","GSM1402372","GSM1402373","GSM1402374","GSM1402375","GSM1402376","GSM1402377","GSM1402378","GSM1402379","GSM1402380","GSM1402381","GSM1402382","GSM1402383","GSM1402384","GSM1402385","GSM1402386","GSM1402387","GSM1402388","GSM1402389","GSM1402390","GSM1402391","GSM1402392","GSM1402393","GSM1402394","GSM1402395","GSM1402396","GSM1402397","GSM1402398","GSM1402399","GSM1402400","GSM1402401","GSM1402402","GSM1402403","GSM1402404","GSM1402405","GSM1402406","GSM1402407","GSM1402408","GSM1402409","GSM1402410","GSM1402411","GSM1402412","GSM1402413","GSM1402414","GSM1402415","GSM1402416","GSM1402417","GSM1402418","GSM1402419","GSM1402420","GSM1402421","GSM1402422","GSM1402423","GSM1402424","GSM1402425","GSM1402426","GSM1402427","GSM1402428","GSM1402429","GSM1402430","GSM1402431","GSM1402432","GSM1402433","GSM1402434","GSM1402435"
"Random_Index20_9_0001","-3.01365847089456","2.10114859029054","5.48389088783402","3.07770242979369","4.81336229318897","2.12937739140567","5.3257127588686","-12.9035554422422","-2.72386924790596","-0.22386578178105","-3.68491396125789","-1.17058816237361","-0.595620825546455","6.82625045844891","-1.37867109142386","3.0761522970639","6.40400796664766","-4.58537753937127","0.253601510055009","0.905856832128266","-4.26444462734016","6.79988294871776","-1.9623278513479","0.130321363036879","2.19708577461076","1.25396605959515","0.416922355196411","-3.77246512371084","-0.51284214755425","-0.955337701457841","-3.85721432842909","-3.03279055638573","-3.96745338713488","-2.9630246461906","3.07765351690454","1.60496605095576","-4.29194271698061","-3.1229849170764","6.98049897531131","0.131749705146409","3.20596289726966","1.49748669113439","-1.1529279966057","-3.50041517838211","-0.0107677120077324","0.994105485296812","5.00960090317466","3.30727383601361","-1.70701423847621","-0.658394060122478","3.44360774881809","-1.31232352061926","-0.615455490600605","-4.4430008857359","-3.4726668809206","-7.03814410414317","-2.12187797584565","1.11968775467401","5.04435841932556","1.25876715149812","-3.20563701617753","5.79663151837992","-2.94495425628787","3.55301262057244","1.15122722569532","3.37390219953325","1.71229811960056","-5.72162324778025","-1.18505567954816","4.34702477065341","-0.172457545158361","6.60932435474499","2.99724352251488","-0.98143494310876","-6.9246521218923","-4.38890801875143","-9.0205407751935","-4.08765784218642","-0.245194288708933","-5.23003801050234","2.34582343183505","0.192139092953811","-3.181610635908","0.818052819514047","3.65675427458987","-6.71129966646148","-9.12230731255649","-0.687476308476898","3.46768799164016","-5.50741354127338","-1.33874560972437","5.42311298588245","-4.97385543962","-2.29688226083134","1.4963709501635","-8.36762612855239","1.70518988125004","-0.314833585347757","-2.20180716539026","3.44862829570275","-4.96737681605918","2.94105252969857","2.77110247556073","0.818455643548414","-0.553606376124439","-7.53754654093227","4.64658077983671","0.299167184621925","0.59850363189159","-2.69187732575946","-1.75797204060474","6.13070178680656","-1.96295313460685","-9.63613968746177","0.836729123849162"
"Random_Index20_9_0002","-3.08495422484786","2.12637129575392","5.54566611535586","3.10010153045141","4.86421296545566","2.0060231194242","5.30384091485722","-12.8383353175861","-2.75834145900166","-0.26641518893831","-3.78839812422611","-1.22561653815461","-0.682402556315735","6.91548503857901","-1.46332230632262","3.14582172767279","6.407447547245","-4.67496478848218","0.208377414306177","0.982224326646184","-4.21773129359007","6.88483672903264","-2.04612158977356","0.18974654671651","2.24702798858927","1.25292876656738","0.519798372351687","-3.89330944159972","-0.405304704610954","-1.04205096093944","-3.93174527183202","-3.1092780779607","-3.97307437737479","-2.89887865637257","3.06065228821101","1.59835945193864","-4.29504707706726","-3.14321961941289","6.99196229146516","0.018860149796235","3.2856337906443","1.42583161956616","-1.23688761302573","-3.64723142695791","0.042485751039628","1.01391934899409","5.06571662649454","3.32606679382219","-1.77837489703703","-0.627805674217284","3.54716193076595","-1.35000489522304","-0.663114585799546","-4.45697847277676","-3.4390309926802","-7.1543263301202","-2.04019043902337","1.07406197156855","5.08330282843431","1.32513132953385","-3.26854282129908","5.89071005518831","-3.02622711767256","3.61497085645024","1.12133314832591","3.3735354570369","1.71738935720378","-5.7676229967167","-1.22484613475158","4.40898576640785","-0.135898653760009","6.62615388840017","3.05748488776149","-1.02330179067857","-6.94280672653506","-4.55502564512621","-8.97028802112409","-4.04201170515474","-0.374769289129989","-5.22531498356093","2.34072867811694","0.152154493138547","-3.24378717781997","0.892190839471258","3.68017490062426","-6.84801038382219","-9.07917211760053","-0.766504542243725","3.5482903136216","-5.4606126391011","-1.3266324015457","5.50464308926614","-4.94703147410976","-2.1935014317402","1.54539833263717","-8.34368140484092","1.79065086136697","-0.418144433425661","-2.09877614543949","3.41981898392066","-5.13028077311835","2.91712991866442","2.76058383639141","0.715681627610328","-0.590283306624918","-7.54910790063498","4.68852596390148","0.202348149584788","0.732414167996606","-2.66843813248038","-1.72798595259491","6.18413518599658","-1.91798055380198","-9.74725492187588","0.771554423296881"
"Random_Index20_9_0003","-3.05368094535501","2.14418561393217","5.52824531611354","3.12290619359725","4.85055368274526","2.02213587597815","5.28526599350739","-12.8182922317497","-2.74209617309053","-0.256434662062011","-3.76683301496713","-1.224217551554","-0.624676955307018","6.88402904419263","-1.42854102275317","3.1088421824762","6.3405497868617","-4.64959539400975","0.197280898227205","0.927326887308353","-4.25889101772491","6.83793182986394","-2.06303434249325","0.173685023384268","2.28240409293412","1.23845386268506","0.471231937119712","-3.87967031615618","-0.446258545639832","-1.01539569188057","-3.92334235335426","-3.10399987855748","-3.98483764246371","-2.89146765321531","3.03868635725142","1.61679487272558","-4.24932288830326","-3.12949039124163","6.94744013459175","0.0173323620362729","3.2840853845706","1.41714994269696","-1.2034006411724","-3.61466059448259","0.0377480592593083","0.990137703103387","5.05453000782702","3.3349205557829","-1.78957042854494","-0.585817331795335","3.5421587530542","-1.32079926579632","-0.662129882797324","-4.45798620025456","-3.4290359351366","-7.10569996992518","-2.05431781783578","1.06543621216085","5.06782951534534","1.30254701558374","-3.24088337276842","5.86633650323137","-2.96406092522789","3.60666449313195","1.111934850826","3.33603190085764","1.71374720870623","-5.75197617614715","-1.1701943193921","4.37660424804562","-0.10501616004849","6.57552903955625","3.07950197164332","-0.994839939650401","-6.9069872290098","-4.45393182231482","-8.98600410271899","-3.99407082132491","-0.337475189813015","-5.18906824389885","2.37369988957385","0.126662446745387","-3.19636138944014","0.889713432026433","3.6605042799226","-6.74714013931754","-9.1059136431296","-0.761654144639262","3.51941519132875","-5.53325314697183","-1.27558633950839","5.44388155367681","-4.95171484682376","-2.22637067699137","1.52634798192737","-8.343565994068","1.75732301603428","-0.390687553435977","-2.14819503124118","3.39555307697654","-5.10453535111442","2.89726407675503","2.79486162341997","0.710337297943344","-0.610007947447952","-7.51039208140771","4.67997834896255","0.187420737786993","0.735415414914923","-2.68886303910554","-1.6865343026732","6.20789835898444","-1.89706934228237","-9.66192681430538","0.74975307360241"
"Random_Index20_9_0004","-3.10042693872539","2.13266942601134","5.50756239003873","3.10629398875049","4.84623637903403","2.05435673086549","5.33920140225277","-12.8014434611509","-2.68158598654916","-0.277813793236551","-3.76060989068791","-1.22304112795584","-0.620052644667993","6.85146577751693","-1.43709285066007","3.03900646342636","6.37032765175367","-4.62831315131621","0.1704651336517","0.867745039258643","-4.22195620910821","6.82710068885431","-2.07423837600099","0.155522727604266","2.31587858033128","1.2160541839116","0.41401728217259","-3.91724252792519","-0.511111910914682","-0.991461267259321","-3.85832810290489","-3.10076029008728","-3.97064496164779","-2.90830876356336","3.06241213673875","1.57565365667345","-4.20233420647891","-3.07356971114927","6.93488030110649","-0.0158964433654578","3.2842801091752","1.38795702507354","-1.21860266865459","-3.59433762849595","0.0400580800579556","1.01599628425117","5.05219218787767","3.37687661317602","-1.79584904915831","-0.535299761526385","3.51756547381593","-1.34736890751631","-0.66680330720797","-4.52382153764004","-3.46652622041491","-7.05526974820618","-2.05492014629408","1.11364788030854","5.08116462687989","1.33697528026558","-3.20088784799942","5.87769881734388","-2.92475839079261","3.59870721195914","1.04750088142626","3.37965418188493","1.69201223037933","-5.77038042615495","-1.18665886517522","4.36014544501856","-0.17169119605114","6.5915041472276","3.11026990904055","-0.971225896143172","-6.87554952940343","-4.46897933395559","-8.99518417397823","-3.91849981867293","-0.328065831286067","-5.18408864092242","2.39836876416384","0.110208513478233","-3.17608553148268","0.831290922965816","3.63089974229831","-6.65192703518829","-9.0904407491195","-0.776563935832019","3.55536207449363","-5.50922707955857","-1.25981108359778","5.40245855711926","-4.9231590462076","-2.25434382212816","1.4423286121204","-8.34714406574716","1.70877555505208","-0.371905081730133","-2.13600673777049","3.41066973136406","-5.06242280542041","2.87326931756922","2.79964349592272","0.706953058813022","-0.651608911835226","-7.46014431297599","4.73942899461237","0.203770440632612","0.757837910111107","-2.6904888241345","-1.66970511885972","6.2344172013095","-1.86932923871101","-9.6671154285195","0.740489742179501"
"Random_Index20_9_0005","-3.04464780832878","2.16638556097006","5.5910641602021","3.13345685503081","4.8759831202315","2.01668190783179","5.42227593316439","-12.8160174430106","-2.67147110164769","-0.359632936437131","-3.83269390146485","-1.36243290549627","-0.629640927100223","6.82151439010505","-1.55867156426589","3.08011657660904","6.2871156152695","-4.65198872697266","0.122675204453837","0.927468943290101","-4.17568137524189","6.81011033892076","-2.15604710212688","0.126859698884452","2.38762730610408","1.13414609699747","0.41433437506793","-3.95977049478433","-0.501789195501904","-1.10924963121356","-3.83702896515807","-3.18365981920863","-4.10781876504697","-2.84347688374976","2.9804548669027","1.54869359070736","-4.16909950275158","-2.93551134052501","6.92184578268322","-0.0319751187553887","3.33423824817665","1.2970010190901","-1.26636668159564","-3.62633040243709","0.130580659819061","1.1352234037478","5.05589903783657","3.39075274987709","-1.79461526259922","-0.548513208909719","3.4854636153819","-1.39241019672549","-0.757674658771059","-4.51093945731316","-3.4782348324093","-7.02056793132666","-1.98462540514091","1.00797955244755","5.10631699729618","1.38705430457546","-3.21442996151009","5.92341020546165","-2.92133468791381","3.60900096059075","0.977759095244584","3.31280230913426","1.71474367305921","-5.79889869644998","-1.17526828035823","4.35262390599253","-0.0962006346048753","6.48080871371667","3.17692395631072","-0.859357655251832","-6.76602922007597","-4.49303316241586","-8.75589975264689","-3.88647230280419","-0.323309360077907","-5.15142398946583","2.36046344213566","0.042499448854683","-3.15998811518395","0.930789067582751","3.61527504524336","-6.69015344666962","-9.10467682975225","-0.874268574285036","3.5512795820424","-5.49177776449692","-1.20837417737112","5.41857460219394","-4.92636036631294","-2.09598980209238","1.48206737164012","-8.21693853348547","1.76259811790538","-0.399450201495189","-2.16387231004872","3.30297991026351","-5.03100679660889","2.79985580505325","2.83487072182445","0.679779464161662","-0.695330524255831","-7.44605331708664","4.74404263440305","0.156968139990551","0.862894350056268","-2.75938218427064","-1.61030545058735","6.25653624176241","-1.84747504646354","-9.62465311193022","0.687989567883472"
"Random_Index20_9_0006","-3.12846879542818","2.10278359907729","5.49821605169498","3.12584199236952","4.7774050865659","2.07292369634924","5.34842112262576","-12.9630526317293","-2.73043765805569","-0.266290069858426","-3.76312881940061","-1.22378770422939","-0.595658468358574","6.8438480241351","-1.42383487718653","3.07177583069528","6.35168066988592","-4.62109431727672","0.214461350261281","0.8718687339559","-4.28787895030168","6.78134053190381","-2.0472870735037","0.0855750565679301","2.28411702751191","1.28451487886361","0.39384902095393","-3.87088386591259","-0.484732018743343","-0.999428198733373","-3.89654675653642","-3.12058445146311","-3.98297610099787","-2.9159771855122","3.06369781818699","1.60362170309169","-4.21948033778266","-3.11743444879189","6.89096212500261","0.0510955115360675","3.23237069470603","1.39572138978185","-1.22715640788705","-3.54888042562578","0.0464417923950237","1.03762584523206","5.02014735640505","3.33056024690314","-1.78454871185007","-0.571893285735001","3.49002888272479","-1.32748304914772","-0.66785133482131","-4.48981024407575","-3.47080467951266","-7.06078521655569","-2.16106150569038","1.08491387146889","5.05942022416597","1.34870061761199","-3.17985246086634","5.86481376268004","-2.9280484879624","3.60877386691187","1.09832870448063","3.32651806284999","1.71039316030154","-5.72329586868392","-1.19945361760341","4.30456549309502","-0.184177170533607","6.56440127071174","3.05901319584647","-0.977004942451525","-6.86785369859801","-4.43653421569007","-9.05194740983399","-4.03323875216937","-0.2868101229468","-5.18125469086548","2.34460442066522","0.12521348541504","-3.15961547295266","0.827534394367785","3.60994893417304","-6.72579617914988","-9.07220011137879","-0.730762316109935","3.54623071442909","-5.53153364553006","-1.29160300354956","5.4004911558429","-5.00392446161744","-2.25833531889214","1.41026290747834","-8.32107296157549","1.69150705680547","-0.371659800946441","-2.16035362658244","3.40061229643621","-5.04642835324396","2.87623825681243","2.76848205355014","0.747190829297834","-0.57399653719635","-7.52122341968789","4.71647968800222","0.235258132774966","0.747947069344903","-2.66086698999701","-1.74271918363581","6.23141357121956","-1.84191971691065","-9.69965721086264","0.752420063250033"
"Random_Index20_9_0007","-3.07260028250043","2.22929307630109","5.66466186545051","3.29208097998121","4.86767505190908","1.93249332086222","5.29028064839542","-12.8622018101938","-2.79509781143569","-0.346678089969373","-3.83061187536612","-1.28231775614904","-0.725285311438998","6.95063285575403","-1.47555159897912","3.20213136957769","6.44759048756257","-4.57741606121703","0.124229700200194","0.995029594280011","-4.16475480936275","6.9803235013126","-2.11377560237764","0.207510320853567","2.33666340021482","1.20244729190187","0.487426500881206","-3.9362147699742","-0.385767947848507","-1.0825497927437","-3.94532191185625","-3.13837817565585","-4.00668476218428","-2.78815943930672","3.02758963703027","1.53527584531429","-4.25046324755618","-3.12269276973305","7.07608683865503","-0.0414737010924153","3.35475020223461","1.36930753123176","-1.1856377815607","-3.6430722579703","0.137726696903697","0.984256805106176","5.14503667666797","3.39444800488491","-1.8729626920067","-0.520139446055364","3.6124109452981","-1.4414558103223","-0.707021776701598","-4.46021913807243","-3.39428075001547","-7.11969501430534","-2.0747613369925","1.02650438677962","5.17558794783042","1.33338527689912","-3.29881067243017","5.9643896271638","-3.06501847487456","3.68018995692546","1.04180349335523","3.35886335521545","1.64157183912556","-5.74174899924054","-1.17297127527781","4.49417992824904","-0.139850771910089","6.7114290281359","3.08034090616062","-1.06229383995259","-6.90757753460676","-4.45881026152077","-8.94125933753393","-3.99957502952519","-0.429072570373616","-5.04628209374187","2.46340984862628","0.0713878410572193","-3.28430240974284","0.946335941020345","3.73987064819571","-6.82307277578848","-9.17598876789029","-0.804078765144216","3.63267923714523","-5.35767156305819","-1.21978749573866","5.49710556289617","-4.92267757129646","-2.18531537406585","1.6228605282653","-8.30986701870246","1.81307727400965","-0.466304903393115","-2.14915063546599","3.38421180767389","-5.16126030896653","2.92026400902323","2.8851974905354","0.653565767718662","-0.570699480752907","-7.43888438841463","4.79217376822521","0.139733184131099","0.832619358407804","-2.70216524994396","-1.59390235540512","6.30814429946841","-2.0043901995991","-9.65750435693558","0.704706056611612"
"Random_Index20_9_0008","-3.11221808141051","2.16950992410317","5.56449274314864","3.18715480047607","4.82729099977715","2.04033388624191","5.30856620063274","-12.8606964927677","-2.69510055664905","-0.322885946356645","-3.80323730577886","-1.2965945380884","-0.693305671099021","6.83466746612563","-1.46832850343623","3.08610430130111","6.33539112701541","-4.63199251347182","0.175457030339309","0.924852782030442","-4.10644652015974","6.82643277936257","-2.05551569854893","0.15904257419636","2.3373362183832","1.12687122598804","0.429421581674805","-3.9516531517935","-0.490843508844918","-1.07773325955296","-3.94369154263041","-3.19449804706111","-4.03127939185582","-2.84293734848746","3.02124012122849","1.50469395627571","-4.26284672606461","-3.05961759083906","6.92367873157533","-0.0166825609626497","3.3174397810829","1.3537124030495","-1.30805709304515","-3.53608614939103","0.0861784230296831","0.987412220344537","5.08960515440009","3.3638645451973","-1.79741770501547","-0.537249544538045","3.55911900065279","-1.39510730832016","-0.714631224293563","-4.3989850530771","-3.46456205875871","-7.04188612017606","-2.04053013056269","1.03702691184446","5.11708211082793","1.37503715882217","-3.27228022603422","5.88636040522507","-2.96183705893138","3.65405145703128","1.03620408898924","3.33554080549233","1.63049500302667","-5.72292642119633","-1.23281962345609","4.34279465183402","-0.155471857179362","6.58755968316152","3.08181911337852","-1.03522853523822","-6.86603465995415","-4.41474618152082","-8.94892230474218","-3.93513138249039","-0.353742907315539","-5.04878871576906","2.39168804347139","0.126509657662828","-3.20400625201838","0.906577927582482","3.65221450003903","-6.71698887868346","-9.18569551232326","-0.838618584971245","3.55616982828427","-5.50139059474547","-1.22453913565753","5.35996426065615","-4.90382403736917","-2.24403855284182","1.52413974201358","-8.26866384928882","1.71946634005233","-0.425321948617481","-2.16455054860276","3.34932098101723","-5.05512761018839","2.8805361587959","2.84026155423551","0.683791438429703","-0.608355443677336","-7.44969764519911","4.72114224400163","0.206606897657526","0.840072410549249","-2.69415685147318","-1.624683588303","6.24651444512354","-1.87218433244176","-9.66599092957869","0.788557087342349"
"Random_Index20_9_0009","-3.05911848113812","2.09276174633025","5.45395908426953","3.02868494841273","4.79805895785583","2.09276381106314","5.34728760400707","-12.8186984148538","-2.61382078127105","-0.211594758987717","-3.76380733023638","-1.20461418000085","-0.578576817257576","6.8378694809135","-1.43235062604297","3.02241489214087","6.33606402433605","-4.58778572519567","0.220844325441489","0.862060382955297","-4.26202391552785","6.72178987826579","-2.02114095404053","0.111913563035843","2.28265108450164","1.26268216947147","0.393127537206823","-3.83273355900073","-0.51019092635989","-0.954437519259208","-3.78029188510778","-3.06908371395554","-3.93763121294504","-2.95490259787491","3.04005082981547","1.60360396159453","-4.19655109491283","-3.12366972121076","6.88493998586751","0.0204157259927197","3.19455991084502","1.44877154094318","-1.12824428761362","-3.58574470257229","-0.0389219478113274","1.08442129216146","5.00144502359308","3.35135560137461","-1.71444169454325","-0.603910601785627","3.47104584314794","-1.21936096324091","-0.611480461738079","-4.50478893362059","-3.40640556194783","-7.08521013989603","-2.08227646171983","1.06618231579499","5.01388036057448","1.30328816927059","-3.15531972364731","5.83520469077716","-2.90268466360345","3.52817344437742","1.12634269894858","3.32406401269327","1.77062263057746","-5.68157573414059","-1.21935815141734","4.28927124879038","-0.151868018741292","6.49778396086887","3.03314271901721","-0.974353085076394","-6.76753605582585","-4.47195177772403","-8.99985856133438","-3.94696654322123","-0.31015271890814","-5.21376639497401","2.31736323607227","0.152077901411417","-3.15927174312352","0.772205977101107","3.56096768347581","-6.74433177476419","-9.08767653431009","-0.68668143512224","3.49637012145444","-5.50738739118772","-1.30851671974141","5.44625568802512","-5.01461515311346","-2.3047808123182","1.41047502264993","-8.36878459041299","1.70137715253453","-0.303857658251204","-2.11072237460689","3.3888504484185","-5.06301589007507","2.83112799934372","2.74991206568363","0.769176806150404","-0.578701395165813","-7.55714880303687","4.65660561618993","0.238903164918795","0.723847213427161","-2.63682305196201","-1.6719148424382","6.22110603204804","-1.84193331308373","-9.64136463513171","0.809006547554805"
"Random_Index20_9_0010","-3.10937887220706","2.18158682975463","5.55260825421311","3.13338722709478","4.86253585151445","1.99723961473423","5.34292993940913","-12.91424634522","-2.79213368697166","-0.361435360058409","-3.84926523776004","-1.30859627604012","-0.730632957249464","6.88413407037129","-1.51607917429622","3.14297763764347","6.32041885741362","-4.61494508873723","0.104477311457262","0.971461838837463","-4.30002326639748","6.86069701914793","-2.10937499214414","0.180908129094552","2.3154630151535","1.23793149220515","0.439846957320082","-3.94848754037554","-0.5198324279938","-1.16524245566339","-4.00117051180318","-3.19542186716969","-4.06146010697254","-2.90968786155762","3.06432155778686","1.48384519807358","-4.29705744595792","-3.14366021817261","6.97839424522767","0.0346986751036142","3.34539191308691","1.3629092175587","-1.1814535381621","-3.7004271289558","0.127475280536828","1.02205703081767","5.12896529063754","3.38453857563904","-1.80847970492705","-0.58809697887728","3.54982374070869","-1.45163656349532","-0.729388788344459","-4.54755614586197","-3.48383314820147","-7.12040500764491","-2.0756852294439","1.0741395910244","5.16246160669736","1.38175420277803","-3.25257063804599","5.89516583982077","-3.01896224610917","3.66454348674885","1.04319266925158","3.28029524649098","1.71191540702335","-5.73206515557707","-1.28949232376535","4.38670545576138","-0.152144684441457","6.57826630120558","3.13058532142229","-0.973709807171774","-6.88079302869881","-4.47106722378093","-8.89737316053287","-4.01667907279446","-0.432660121803587","-5.1810308941721","2.40540501660391","0.0499694979685841","-3.24750360024121","0.942685703857174","3.69151108511248","-6.78305915935267","-9.17188895682585","-0.852002454501789","3.57586982215619","-5.43766848945301","-1.22627377148268","5.42957081915317","-4.95977059109539","-2.09690904086177","1.55758640705467","-8.29259267639881","1.77483380392117","-0.461081685167518","-2.12943833501866","3.40779777024181","-5.15326280415762","2.84469119864462","2.84696716945435","0.704807512058125","-0.585414132260966","-7.55214053876327","4.7236909000692","0.137369812474376","0.793426576307537","-2.6829845840324","-1.65143117688811","6.26798397458893","-1.94116417486196","-9.74860962993562","0.777753997716378"
