"GSM1402321","GSM1402322","GSM1402323","GSM1402324","GSM1402325","GSM1402326","GSM1402327","GSM1402328","GSM1402329","GSM1402330","GSM1402331","GSM1402332","GSM1402333","GSM1402334","GSM1402335","GSM1402336","GSM1402337","GSM1402338","GSM1402339","GSM1402340","GSM1402341","GSM1402342","GSM1402343","GSM1402344","GSM1402345","GSM1402346","GSM1402347","GSM1402348","GSM1402349","GSM1402350","GSM1402351","GSM1402352","GSM1402353","GSM1402354","GSM1402355","GSM1402356","GSM1402357","GSM1402358","GSM1402359","GSM1402360","GSM1402361","GSM1402362","GSM1402363","GSM1402364","GSM1402365","GSM1402366","GSM1402367","GSM1402368","GSM1402369","GSM1402370","GSM1402371","GSM1402372","GSM1402373","GSM1402374","GSM1402375","GSM1402376","GSM1402377","GSM1402378","GSM1402379","GSM1402380","GSM1402381","GSM1402382","GSM1402383","GSM1402384","GSM1402385","GSM1402386","GSM1402387","GSM1402388","GSM1402389","GSM1402390","GSM1402391","GSM1402392","GSM1402393","GSM1402394","GSM1402395","GSM1402396","GSM1402397","GSM1402398","GSM1402399","GSM1402400","GSM1402401","GSM1402402","GSM1402403","GSM1402404","GSM1402405","GSM1402406","GSM1402407","GSM1402408","GSM1402409","GSM1402410","GSM1402411","GSM1402412","GSM1402413","GSM1402414","GSM1402415","GSM1402416","GSM1402417","GSM1402418","GSM1402419","GSM1402420","GSM1402421","GSM1402422","GSM1402423","GSM1402424","GSM1402425","GSM1402426","GSM1402427","GSM1402428","GSM1402429","GSM1402430","GSM1402431","GSM1402432","GSM1402433","GSM1402434","GSM1402435"
-3.0993527754319,2.08832732875625,5.47559614255305,3.08119499673261,4.78553524735063,2.08870076253044,5.1075865343338,-12.8995865791674,-2.71582789033628,-0.225826398140643,-3.67954934495379,-1.06574463199725,-0.539958497740317,6.87399215224737,-1.36549002650368,3.11913702593161,6.24637013485046,-4.61445139722875,0.364695322301083,0.905691436810839,-4.3090097352363,6.86510223649409,-2.06847594276534,0.0782825552248438,2.313275057331,1.30901135831542,0.431516020844189,-3.8124831121636,-0.505319101657041,-0.89929620812052,-3.79979637436215,-3.03042301094575,-3.90314521186296,-2.92195494930437,2.97879715675898,1.9064780735279,-4.14365219993887,-3.23872364958083,6.923930854158,0.112882177202674,3.24409239959452,1.44429850515961,-1.13661731095421,-3.48534238448236,0.056826714473692,0.883519159952965,5.0283488926101,3.26204392269093,-1.78002877045186,-0.671698558921111,3.53501717510131,-1.23770499967113,-0.635247996888941,-4.4996879233876,-3.45932756615266,-7.1080860731104,-2.15206489744387,0.945758491184653,5.00335568678869,1.15488926999466,-3.07652268118945,5.78389551835024,-2.92400397715875,3.69369453191502,1.16431199817845,3.24382240686683,1.80987052090048,-5.74815919566464,-1.07118901772411,4.39045428599355,-0.117107830471425,6.53686266873725,3.11705345031492,-1.06546860843255,-6.90404687101244,-4.37159892971808,-9.10230314241626,-3.98228292712053,-0.403231779285694,-5.1486222686266,2.28980384607504,0.237692012421819,-3.12059461491345,0.776957543263525,3.59129403375807,-6.70164033288647,-9.11463052741074,-0.612318570012919,3.45000646830736,-5.63866401328925,-1.19523387711146,5.30713186894817,-4.9533326075881,-2.38362507646094,1.38943673739122,-8.3758196558575,1.7406859987747,-0.394638741531535,-2.20927894276531,3.27450068366631,-5.09636385851864,2.8047686089533,2.76632236325817,0.81056483679898,-0.605496914198334,-7.55831552767741,4.65129719533672,0.280817351330721,0.904759622279114,-2.54442760674004,-1.6919293381883,6.21318850399015,-1.82235846791732,-9.59384334856313,0.815467614068041
